customer_id,name,email,phone_number,country,city,age,gender,interests,signup_date,last_purchase_date,total_spent,purchase_frequency,churn
CUST0060,Gabriella House,jbrooks@hotmail.com,(266) 655-8141,US,Mitchellchester,35,M,"Beauty, Electronics, Home Appliances",2023-06-26,2024-08-05,4891.93,3.5,1
CUST0061,Teresa Bullock,shafferdale@smith.org,+234 657 202 8276,NG,Lake Kellychester,69,F,Beauty,2023-12-05,2024-07-12,3901.13,1.5,1
CUST0062,Kristen Wilson,belllaura@yahoo.com,+44 7765 960270,UK,Smithstad,64,Other,"Fashion, Electronics, Sports",2023-01-11,2023-12-23,3142.37,3.5,1
CUST0063,Debra Hopkins,anunez@yahoo.com,+234 133 115 1430,NG,Port Nicholas,41,Other,Electronics,2024-03-29,2024-09-18,3964.19,0.7,1
CUST0064,Lindsay Rogers,angelamyers@hotmail.com,+234 759 502 1845,NG,Andersonfurt,30,M,"Books, Sports, Beauty",2024-04-25,2025-06-02,1700.92,2.4,0
CUST0065,Evan Moore,mckinneydavid@welch.com,+44 3605 438065,UK,North Christopher,48,F,"Books, Electronics, Home Appliances",2024-02-16,2024-06-29,1359.15,4.2,1
CUST0066,Leslie Johnson,ujohnson@lucero.com,(291) 345-4633,US,Jamesbury,61,Other,"Home Appliances, Sports, Books",2023-07-05,2023-07-13,789.71,4.8,1
CUST0067,Mary Hill,littlebeth@rodriguez.com,(209) 245-5627,US,Patricialand,52,M,"Books, Beauty",2024-02-15,2024-12-04,3974.34,0.6,1
CUST0068,Susan Clark,apope@tucker.com,+1 (315) 803-7879,CA,Prestonmouth,41,M,"Fashion, Home Appliances, Electronics",2022-09-29,2024-11-04,1967.02,3.4,1
CUST0069,Adam White,daughertyvictoria@cooley-greene.com,+1 (262) 634-5169,CA,East Catherineside,57,M,"Electronics, Home Appliances, Books",2024-04-19,2024-08-22,4432.75,3.0,1
CUST0070,Brittany Camacho,anthonytaylor@luna.com,+91 5591361 593,IN,North Michael,20,F,"Electronics, Beauty",2022-08-17,2024-10-29,671.71,0.7,1
CUST0071,Patrick Simpson,johngonzalez@hotmail.com,+44 5605 511907,UK,New Laurashire,47,F,"Beauty, Sports, Home Appliances",2023-10-02,2025-02-19,4447.57,1.1,0
CUST0072,Tiffany Freeman,rcarlson@yahoo.com,+1 (737) 210-7275,CA,Gonzalezstad,44,Other,Home Appliances,2023-03-30,2023-12-12,3737.12,1.2,1
CUST0073,Steve Rubio,pcarter@hotmail.com,+1 (460) 507-1490,CA,East Lisachester,20,Other,"Fashion, Home Appliances",2023-05-17,2023-08-24,2099.77,4.8,1
CUST0074,Benjamin Sandoval,kimberlymartinez@yahoo.com,+91 1182888 834,IN,Jasonshire,24,Other,"Sports, Books",2024-04-05,2024-08-27,4757.72,4.3,1
CUST0075,Kristina Cruz,dakotaramirez@shah.org,(761) 531-8130,US,Lisaborough,25,F,Beauty,2024-04-08,2024-12-13,2050.88,1.4,1
CUST0076,Kathleen Mooney,martinezgeorge@yahoo.com,+44 7272 347906,UK,West Andrewshire,19,M,"Fashion, Beauty",2022-12-31,2023-03-18,3244.35,3.2,1
CUST0077,Ryan Powell,deanna17@gallegos.com,+1 (381) 424-6665,CA,Millermouth,53,M,"Fashion, Beauty, Books",2022-08-03,2024-07-20,1105.51,4.2,1
CUST0078,Edwin Riggs,cameronsharon@gmail.com,+44 1479 334896,UK,Port Alexville,35,M,Sports,2023-08-18,2024-12-05,3964.35,3.2,1
CUST0079,Brandon Ramsey,villamiranda@yahoo.com,+234 903 144 2815,NG,West Charlesmouth,19,M,Books,2023-04-07,2025-02-11,4012.72,1.0,0
CUST0080,Jamie Hale,uwilson@mullins.info,+44 3004 647108,UK,New Timothy,34,M,Beauty,2024-01-16,2025-05-05,2985.38,0.6,0
CUST0081,Nicholas Perez,jennifer58@gmail.com,+91 4454281 811,IN,North Teresaton,48,F,"Sports, Beauty",2023-08-15,2024-03-19,2677.82,3.9,1
CUST0082,Julie Cruz,petersonlisa@hotmail.com,(626) 979-6134,US,Jeanetteberg,57,M,"Beauty, Sports, Books",2023-01-12,2023-02-01,2314.83,1.5,1
CUST0083,Carlos Rangel,gparrish@gmail.com,+91 7714324 292,IN,West Rodneyport,48,F,"Beauty, Electronics",2024-05-19,2025-06-14,3252.37,0.6,0
CUST0084,Shawn Mcgee,shannonjacob@alvarez.info,+91 6904855 371,IN,New Christopherchester,23,F,"Fashion, Electronics, Beauty",2024-06-05,2024-08-23,3590.77,2.5,1
CUST0085,Jeffrey Cook,mitchell06@hotmail.com,+234 532 298 5816,NG,South Gregory,63,F,"Sports, Beauty",2023-01-11,2023-09-01,3159.16,3.1,1
CUST0086,Kelly Rodriguez,susanrobinson@jacobson.com,+234 344 167 9718,NG,West Jeremyfurt,24,Other,Beauty,2023-03-02,2025-06-01,2323.21,3.2,0
CUST0087,Nicholas Suarez,yharris@gmail.com,+1 (455) 752-5718,CA,Jessicaville,46,M,"Books, Home Appliances",2023-05-31,2025-01-30,3632.12,1.5,1
CUST0088,Lisa Stevenson,lesliejones@cook.com,+91 1213654 782,IN,Pattersontown,45,F,"Books, Beauty, Fashion",2022-12-21,2025-02-09,2138.35,0.9,0
CUST0089,Carolyn Wolf,tara90@marks-kennedy.com,+91 1291769 680,IN,Maryhaven,23,F,Beauty,2022-12-15,2024-01-28,428.95,4.2,1
CUST0090,Patricia Garcia,whenry@hotmail.com,+234 363 779 8970,NG,Michaeltown,55,Other,"Books, Electronics, Home Appliances",2023-08-25,2024-01-01,4077.67,3.0,1
CUST0091,Gene Holmes,nelsonapril@hotmail.com,+234 121 251 7722,NG,Lake Virginia,45,Other,Books,2024-05-03,2025-01-31,4380.68,4.7,1
CUST0092,Kenneth Dominguez,jamie13@yahoo.com,+1 (754) 210-5487,CA,Archerhaven,50,M,Beauty,2023-05-04,2025-06-15,1631.0,1.0,0
CUST0093,Hannah Rivera,kyle09@hotmail.com,+91 6759189 954,IN,South Laurashire,53,F,Books,2022-12-13,2024-01-29,1198.8,1.0,1
CUST0094,Wayne Porter,hbecker@hanson-beck.com,+1 (598) 395-2058,CA,Alexiston,53,Other,"Beauty, Sports, Electronics",2024-04-06,2024-12-31,1208.18,2.4,1
CUST0095,Becky Freeman,abell@king.com,+1 (904) 979-9224,CA,North Jennifer,35,M,Books,2023-01-15,2024-03-29,4652.51,4.2,1
CUST0096,Thomas Carter,pfitzpatrick@walsh.com,+234 367 409 6091,NG,New Ryan,29,M,"Beauty, Home Appliances, Electronics",2022-11-18,2023-09-19,4615.53,2.1,1
CUST0097,Brenda Saunders,robertgonzalez@yahoo.com,+44 2402 411777,UK,Gardnerfurt,23,Other,"Fashion, Home Appliances, Sports",2024-06-10,2025-02-15,3730.75,4.9,0
CUST0098,Joseph Benson,dgomez@yahoo.com,+91 7882997 572,IN,New Anthonychester,64,F,"Sports, Electronics, Beauty",2024-03-29,2025-03-03,1770.39,2.2,0
CUST0099,Elizabeth Sanchez,christineyoder@yahoo.com,+44 1877 892026,UK,Martineztown,61,M,"Home Appliances, Beauty",2022-10-07,2023-05-13,871.31,3.3,1
CUST0100,Kelly Combs,nelsonvalerie@cook.com,+91 9077690 807,IN,Michelleville,31,Other,Books,2023-07-25,2025-04-12,3074.67,2.4,0
CUST0101,Nancy Brown,annacoffey@walker.com,+91 6048133 743,IN,Jennifertown,55,F,"Beauty, Books, Electronics",2024-02-26,2025-05-25,643.36,3.6,0
CUST0102,Christina Jones,meyerjohn@wells.info,+44 7401 158356,UK,West Richardburgh,18,M,"Fashion, Beauty",2024-04-16,2025-04-27,2036.79,3.2,0
CUST0103,Kimberly Underwood,reynoldsdaisy@gmail.com,+234 245 938 4943,NG,New Judith,49,Other,"Fashion, Beauty",2024-04-28,2024-10-27,1518.29,1.0,1
CUST0104,Dylan Contreras,elizabeth66@hotmail.com,+91 2800796 575,IN,Liberg,53,Other,"Electronics, Home Appliances",2023-09-28,2024-03-01,2709.65,1.5,1
CUST0105,Justin Smith,brewerpatricia@hotmail.com,(555) 143-6811,US,South Nicole,22,F,"Home Appliances, Sports, Beauty",2022-08-21,2023-11-04,2237.48,2.6,1
CUST0106,Christopher Mason,rachel86@brown.org,+91 6692359 570,IN,West Kristen,38,M,"Home Appliances, Books, Electronics",2023-07-22,2024-02-22,1518.62,2.3,1
CUST0107,Andrea Franco,mestes@hotmail.com,+91 4026182 689,IN,Davidmouth,55,F,"Electronics, Home Appliances, Books",2023-12-24,2024-08-15,4237.97,1.6,1
CUST0108,Luis Powell,christianerik@ortega.info,+234 431 878 4793,NG,North Rachel,22,Other,"Electronics, Sports, Fashion",2023-10-31,2025-01-24,1185.7,4.0,1
CUST0109,Jennifer Brown,johnsonkaren@yahoo.com,+234 881 483 1482,NG,West Daniel,59,M,Electronics,2022-12-13,2024-07-31,1820.39,4.8,1
CUST0110,Mark Hawkins,travis43@harmon.net,+44 4150 190196,UK,Lake Susanville,27,Other,Fashion,2023-07-15,2024-05-03,1354.24,1.3,1
CUST0111,Stephanie Ward,petersonfaith@hotmail.com,+91 9860962 608,IN,Port Jared,55,F,"Sports, Beauty, Books",2023-01-05,2023-02-25,2373.37,3.0,1
CUST0112,Heather Yoder,gonzalescolleen@carroll.net,+234 405 203 2932,NG,Hallside,46,Other,"Books, Sports",2024-05-03,2025-05-05,839.69,0.8,0
CUST0113,Todd Nielsen,ewarner@gmail.com,(394) 176-9755,US,Port April,47,F,Electronics,2023-04-14,2023-05-19,1824.52,0.8,1
CUST0114,Luke Gardner,qgiles@johnson.com,+234 883 160 3282,NG,New Lisa,23,Other,"Sports, Home Appliances, Beauty",2023-11-17,2024-12-09,4175.31,0.8,1
CUST0115,Benjamin Gould,tina69@salazar.com,+1 (377) 840-1683,CA,North Tylerbury,20,F,"Beauty, Fashion, Books",2023-04-13,2023-07-18,2816.15,4.1,1
CUST0116,Eric Horn,velazquezanthony@ferguson.com,+1 (665) 593-1854,CA,Cannonberg,21,F,Books,2023-12-18,2024-09-15,2430.58,1.2,1
CUST0117,Chad Kim,james60@gmail.com,(337) 194-1164,US,South Julie,33,Other,"Home Appliances, Sports",2023-06-29,2024-12-24,2572.29,1.3,1
CUST0118,Alexis Cortez PhD,martinezhenry@edwards.com,+1 (399) 232-7517,CA,Sandovalland,36,F,"Books, Sports",2024-06-19,2024-07-24,3088.05,2.1,1
CUST0119,Christine Thornton,scottturner@yahoo.com,(898) 664-5795,US,New Patricia,22,F,Sports,2022-09-28,2023-10-21,3967.21,3.4,1
CUST0120,Amy Mccullough,christian28@gmail.com,+91 6116030 859,IN,North Nathan,60,Other,Books,2023-04-04,2025-07-23,1492.32,3.8,0
CUST0121,David Alexander,smithmary@yahoo.com,(384) 702-7294,US,Margaretland,40,F,"Beauty, Home Appliances, Fashion",2024-04-25,2024-08-13,2955.42,1.1,1
CUST0122,Janet Smith,owallace@gmail.com,+1 (488) 288-8062,CA,Lake Kevinside,53,F,"Books, Fashion, Electronics",2022-09-15,2023-11-22,3573.29,0.9,1
CUST0123,Susan Webster,lisa93@gmail.com,+91 6720097 843,IN,Glennton,37,M,Books,2024-03-14,2024-12-09,2591.59,0.6,1
CUST0124,Tiffany Randolph,ucoleman@hotmail.com,+91 9705913 366,IN,South Tanner,27,M,"Electronics, Sports",2024-04-18,2024-07-11,1040.83,5.0,1
CUST0125,Adrian Marsh,lutzkelsey@yahoo.com,+1 (445) 684-7465,CA,New Joshuaview,20,Other,"Sports, Fashion",2024-07-18,2024-10-18,4192.09,4.5,1
CUST0126,Rhonda Franklin,ashley54@wallace.info,+1 (109) 577-1606,CA,Timothyside,62,Other,Beauty,2023-12-25,2024-07-06,1945.93,1.2,1
CUST0127,Todd Hill,alexanderjonathan@yahoo.com,+91 5354372 989,IN,Martinezburgh,64,M,"Sports, Books",2023-01-16,2024-10-11,314.09,2.1,1
CUST0128,Crystal Pena,criley@love.com,+91 5319211 116,IN,Amberton,69,F,Books,2022-11-22,2025-07-08,1246.61,1.6,0
CUST0129,Billy Wallace,jameshudson@perry.com,+1 (125) 434-6902,CA,Theresastad,36,F,"Sports, Home Appliances, Fashion",2023-11-09,2024-05-09,4923.75,2.6,1
CUST0130,Caitlin Williams,rodriguezjason@dixon-norman.net,+44 6636 325306,UK,Rivaston,34,M,"Home Appliances, Books, Electronics",2023-07-31,2024-03-15,4026.17,1.1,1
CUST0131,Phillip Banks,arianacuevas@kelley.net,+1 (917) 152-8738,CA,Stewartborough,66,M,"Home Appliances, Sports",2023-12-23,2025-07-09,4270.71,1.8,0
CUST0132,David Sanchez,stephengoodman@gmail.com,+44 4949 566624,UK,Coxstad,32,F,"Electronics, Home Appliances",2024-05-10,2025-07-30,4172.13,0.9,0
CUST0133,Jack Washington,ohartman@carey.com,(895) 517-3263,US,Lauramouth,42,M,"Fashion, Electronics",2023-10-09,2024-11-04,2042.62,2.2,1
CUST0134,Jason Lucero,rachelwalter@gmail.com,+234 270 223 7858,NG,Kathyfort,59,F,Fashion,2023-03-31,2023-09-30,4661.05,4.3,1
CUST0135,Andrew Reynolds,andersonmichelle@strong-gomez.biz,(813) 670-4955,US,Davidmouth,62,M,"Home Appliances, Beauty, Electronics",2024-02-27,2024-05-15,1505.71,4.2,1
CUST0136,Wendy Williams,olozano@yahoo.com,(858) 954-8138,US,Katherineberg,27,Other,"Sports, Beauty, Home Appliances",2023-11-02,2025-02-16,193.12,1.5,0
CUST0137,Leah Wilkins,paulawatkins@craig-chavez.com,(549) 280-9334,US,Shirleyville,25,M,Home Appliances,2024-02-20,2024-07-11,3903.25,1.6,1
CUST0138,Anthony Holmes MD,marcus52@gmail.com,+1 (142) 933-4451,CA,Stoneshire,49,Other,"Electronics, Sports, Fashion",2023-01-27,2024-05-02,2339.86,1.0,1
CUST0139,Dustin Wilson,kgonzales@yahoo.com,+44 5250 735615,UK,East Elizabethberg,40,M,"Home Appliances, Fashion, Electronics",2024-06-13,2025-02-12,1527.23,0.5,0
CUST0140,Katie Jackson,adamwall@wood.org,+1 (536) 849-8288,CA,Port Shawn,51,Other,"Sports, Beauty, Electronics",2022-10-13,2023-08-30,4875.81,0.8,1
CUST0141,Tamara Wilson,ibaker@yahoo.com,+91 2953918 462,IN,Lake Lauraland,42,F,"Beauty, Electronics",2024-07-13,2024-08-24,4379.32,0.7,1
CUST0142,Desiree Mccoy,patricia06@randolph.com,+234 294 961 1583,NG,East Derrickfurt,64,Other,"Electronics, Sports, Books",2023-04-11,2023-12-10,3963.75,2.1,1
CUST0143,Deborah Hernandez,mcampbell@liu.com,+44 1052 555416,UK,South Angelaborough,70,Other,Beauty,2024-06-07,2024-11-25,317.24,3.0,1
CUST0144,Michael Austin,todd24@golden.info,+91 9224559 915,IN,Harperside,29,M,Beauty,2024-02-02,2024-06-19,4906.01,2.7,1
CUST0145,Brian Ibarra,umontes@gmail.com,+91 8128056 218,IN,South Stephanie,68,M,Books,2023-08-08,2024-03-24,281.22,1.4,1
CUST0146,James Anderson,rburke@gmail.com,+234 129 397 5389,NG,Port Kirsten,52,F,"Electronics, Fashion",2023-12-26,2024-03-23,2625.38,5.0,1
CUST0147,Deborah Stewart,qcoleman@gmail.com,+234 374 597 4587,NG,Daisyton,59,F,"Electronics, Books",2022-09-16,2025-02-05,1849.17,4.0,0
CUST0148,Kenneth Jackson,gouldchristina@anderson-fernandez.com,+91 7361721 192,IN,Rhondaside,42,F,Home Appliances,2023-03-27,2025-02-19,4458.48,3.8,0
CUST0149,Daniel Nichols,oheath@solis-lozano.com,+91 7935621 320,IN,North Barry,35,M,"Home Appliances, Electronics, Beauty",2022-09-18,2025-07-01,1900.0,4.1,0
CUST0150,James Washington,kevin33@nelson.biz,+1 (771) 510-3149,CA,Michelleland,36,F,Electronics,2022-08-15,2024-11-09,4975.98,1.3,1
CUST0151,Pamela Perry,codychapman@lee-obrien.com,+234 903 431 7965,NG,West Joshuaborough,56,Other,"Fashion, Home Appliances",2022-09-26,2024-11-17,3338.5,1.9,1
CUST0152,Laura Bennett,walkerrichard@yahoo.com,+234 594 391 9736,NG,South Andre,40,Other,"Books, Electronics",2022-10-16,2023-11-30,2290.94,3.8,1
CUST0153,Jake Payne,bwalker@wise-west.info,(676) 211-6089,US,Douglasland,50,Other,"Fashion, Electronics, Beauty",2023-08-21,2025-03-08,3388.8,2.3,0
CUST0154,Sean Burns,thomaschristina@mills-franco.com,+1 (160) 885-9084,CA,Robertmouth,26,M,Beauty,2022-10-13,2025-03-02,3422.64,2.5,0
CUST0155,Michael George,hannah87@porter.info,+234 825 594 9428,NG,North Ronaldland,20,Other,Beauty,2024-05-09,2024-09-02,1874.54,4.8,1
CUST0156,Carla Goodman,samuelstanton@mcclure.com,+91 9801144 598,IN,Lake Morgan,66,M,"Fashion, Sports, Books",2023-05-18,2023-12-01,4749.24,2.2,1
CUST0157,Bruce Forbes,christina59@hotmail.com,+91 3784106 244,IN,Alexandraborough,25,M,"Fashion, Home Appliances, Sports",2023-06-20,2024-04-25,1640.49,1.8,1
CUST0158,Danielle Ford,frankespinoza@yahoo.com,+1 (110) 425-7820,CA,East Thomas,63,F,Sports,2024-04-14,2025-01-27,677.03,4.0,1
CUST0159,Christina Davis,cody97@hotmail.com,+234 260 168 6741,NG,West Courtney,30,M,Electronics,2022-08-04,2023-12-01,3500.51,5.0,1
CUST0160,Robert Parrish,claudia64@hotmail.com,+91 4398864 179,IN,North Jessica,23,Other,"Beauty, Books",2024-07-20,2024-10-02,946.02,3.7,1
